created_date_hour,complaint_type,count
2024-12-01T10,ELECTRIC,9
2024-12-01T10,FLOORING/STAIRS,3
2024-12-01T10,GENERAL,5
2024-12-01T10,HEAT/HOT WATER,194
2024-12-01T10,PAINT/PLASTER,12
2024-12-01T10,PLUMBING,10
2024-12-01T10,SAFETY,2
2024-12-01T10,UNSANITARY CONDITION,27
2024-12-01T10,WATER LEAK,7
2024-12-01T09,APPLIANCE,3
2024-12-01T09,DOOR/WINDOW,8
2024-12-01T09,ELECTRIC,2
2024-12-01T09,FLOORING/STAIRS,2
2024-12-01T09,GENERAL,3
2024-12-01T09,HEAT/HOT WATER,175
2024-12-01T09,PAINT/PLASTER,7
2024-12-01T09,PLUMBING,6
2024-12-01T09,SAFETY,3
2024-12-01T09,UNSANITARY CONDITION,17
2024-12-01T09,WATER LEAK,3
2024-12-01T08,APPLIANCE,1
2024-12-01T08,DOOR/WINDOW,2
2024-12-01T08,ELECTRIC,7
2024-12-01T08,ELEVATOR,1
2024-12-01T08,GENERAL,6
2024-12-01T08,HEAT/HOT WATER,156
2024-12-01T08,PAINT/PLASTER,7
2024-12-01T08,PLUMBING,11
2024-12-01T08,UNSANITARY CONDITION,12
2024-12-01T08,WATER LEAK,2
2024-12-01T07,APPLIANCE,1
2024-12-01T07,DOOR/WINDOW,5
2024-12-01T07,ELECTRIC,4
2024-12-01T07,FLOORING/STAIRS,2
2024-12-01T07,GENERAL,2
2024-12-01T07,HEAT/HOT WATER,104
2024-12-01T07,PAINT/PLASTER,2
2024-12-01T07,PLUMBING,6
2024-12-01T07,SAFETY,1
2024-12-01T07,UNSANITARY CONDITION,11
2024-12-01T07,WATER LEAK,3
2024-12-01T06,APPLIANCE,1
2024-12-01T06,DOOR/WINDOW,1
2024-12-01T06,ELECTRIC,1
2024-12-01T06,GENERAL,3
2024-12-01T06,HEAT/HOT WATER,74
2024-12-01T06,PLUMBING,4
2024-12-01T06,SAFETY,1
2024-12-01T06,UNSANITARY CONDITION,3
2024-12-01T05,APPLIANCE,1
2024-12-01T05,DOOR/WINDOW,4
2024-12-01T05,ELECTRIC,1
2024-12-01T05,FLOORING/STAIRS,1
2024-12-01T05,HEAT/HOT WATER,43
2024-12-01T05,PLUMBING,1
2024-12-01T05,UNSANITARY CONDITION,1
2024-12-01T04,HEAT/HOT WATER,47
2024-12-01T03,HEAT/HOT WATER,54
2024-12-01T03,UNSANITARY CONDITION,2
2024-12-01T02,DOOR/WINDOW,3
2024-12-01T02,ELECTRIC,1
2024-12-01T02,FLOORING/STAIRS,1
2024-12-01T02,GENERAL,3
2024-12-01T02,HEAT/HOT WATER,46
2024-12-01T02,PLUMBING,3
2024-12-01T02,UNSANITARY CONDITION,1
2024-12-01T02,WATER LEAK,1
2024-12-01T01,APPLIANCE,1
2024-12-01T01,DOOR/WINDOW,2
2024-12-01T01,ELECTRIC,2
2024-12-01T01,HEAT/HOT WATER,76
2024-12-01T01,UNSANITARY CONDITION,6
2024-12-01T01,WATER LEAK,2
2024-12-01T00,APPLIANCE,1
2024-12-01T00,DOOR/WINDOW,1
2024-12-01T00,ELECTRIC,1
2024-12-01T00,HEAT/HOT WATER,98
2024-12-01T00,PAINT/PLASTER,1
2024-12-01T00,PLUMBING,1
2024-12-01T00,UNSANITARY CONDITION,8
2024-12-01T00,WATER LEAK,5
2024-11-30T23,ELEVATOR,1
2024-11-30T23,FLOORING/STAIRS,2
2024-11-30T23,GENERAL,2
2024-11-30T23,HEAT/HOT WATER,101
2024-11-30T23,PLUMBING,1
2024-11-30T23,UNSANITARY CONDITION,5
2024-11-30T22,DOOR/WINDOW,2
2024-11-30T22,ELECTRIC,6
2024-11-30T22,ELEVATOR,2
2024-11-30T22,GENERAL,1
2024-11-30T22,HEAT/HOT WATER,120
2024-11-30T22,PAINT/PLASTER,2
2024-11-30T22,PLUMBING,1
2024-11-30T22,SAFETY,2
2024-11-30T22,UNSANITARY CONDITION,6
2024-11-30T22,WATER LEAK,2
2024-11-30T21,DOOR/WINDOW,2
2024-11-30T21,ELECTRIC,1
2024-11-30T21,FLOORING/STAIRS,1
2024-11-30T21,GENERAL,2
2024-11-30T21,HEAT/HOT WATER,111
2024-11-30T21,PAINT/PLASTER,2
2024-11-30T21,PLUMBING,13
2024-11-30T21,UNSANITARY CONDITION,9
2024-11-30T21,WATER LEAK,1
2024-11-30T20,APPLIANCE,5
2024-11-30T20,DOOR/WINDOW,4
2024-11-30T20,ELECTRIC,1
2024-11-30T20,FLOORING/STAIRS,2
2024-11-30T20,GENERAL,1
2024-11-30T20,HEAT/HOT WATER,114
2024-11-30T20,PAINT/PLASTER,3
2024-11-30T20,PLUMBING,2
2024-11-30T20,UNSANITARY CONDITION,7
2024-11-30T20,WATER LEAK,4
2024-11-30T19,DOOR/WINDOW,3
2024-11-30T19,ELECTRIC,2
2024-11-30T19,FLOORING/STAIRS,6
2024-11-30T19,GENERAL,5
2024-11-30T19,HEAT/HOT WATER,134
2024-11-30T19,PAINT/PLASTER,4
2024-11-30T19,PLUMBING,12
2024-11-30T19,SAFETY,3
2024-11-30T19,UNSANITARY CONDITION,11
2024-11-30T19,WATER LEAK,3
2024-11-30T18,APPLIANCE,1
2024-11-30T18,DOOR/WINDOW,6
2024-11-30T18,ELECTRIC,2
2024-11-30T18,ELEVATOR,2
2024-11-30T18,FLOORING/STAIRS,1
2024-11-30T18,GENERAL,5
2024-11-30T18,HEAT/HOT WATER,128
2024-11-30T18,OUTSIDE BUILDING,1
2024-11-30T18,PAINT/PLASTER,3
2024-11-30T18,PLUMBING,5
2024-11-30T18,SAFETY,1
2024-11-30T18,UNSANITARY CONDITION,3
2024-11-30T18,WATER LEAK,3
2024-11-30T17,APPLIANCE,1
2024-11-30T17,DOOR/WINDOW,4
2024-11-30T17,ELECTRIC,2
2024-11-30T17,HEAT/HOT WATER,147
2024-11-30T17,PAINT/PLASTER,1
2024-11-30T17,PLUMBING,7
2024-11-30T17,SAFETY,1
2024-11-30T17,UNSANITARY CONDITION,8
2024-11-30T17,WATER LEAK,4
2024-11-30T16,APPLIANCE,1
2024-11-30T16,DOOR/WINDOW,10
2024-11-30T16,ELECTRIC,1
2024-11-30T16,ELEVATOR,2
2024-11-30T16,FLOORING/STAIRS,1
2024-11-30T16,GENERAL,4
2024-11-30T16,HEAT/HOT WATER,136
2024-11-30T16,PAINT/PLASTER,4
2024-11-30T16,PLUMBING,2
2024-11-30T16,UNSANITARY CONDITION,10
2024-11-30T16,WATER LEAK,3
2024-11-30T15,APPLIANCE,3
2024-11-30T15,DOOR/WINDOW,4
2024-11-30T15,ELECTRIC,2
2024-11-30T15,ELEVATOR,1
2024-11-30T15,FLOORING/STAIRS,4
2024-11-30T15,GENERAL,5
2024-11-30T15,HEAT/HOT WATER,129
2024-11-30T15,PAINT/PLASTER,6
2024-11-30T15,PLUMBING,10
2024-11-30T15,SAFETY,1
2024-11-30T15,UNSANITARY CONDITION,14
2024-11-30T15,WATER LEAK,3
2024-11-30T14,APPLIANCE,3
2024-11-30T14,DOOR/WINDOW,4
2024-11-30T14,ELECTRIC,5
2024-11-30T14,FLOORING/STAIRS,3
2024-11-30T14,GENERAL,5
2024-11-30T14,HEAT/HOT WATER,117
2024-11-30T14,PAINT/PLASTER,9
2024-11-30T14,PLUMBING,15
2024-11-30T14,SAFETY,2
2024-11-30T14,UNSANITARY CONDITION,13
2024-11-30T14,WATER LEAK,4
2024-11-30T13,APPLIANCE,4
2024-11-30T13,DOOR/WINDOW,6
2024-11-30T13,ELECTRIC,1
2024-11-30T13,FLOORING/STAIRS,2
2024-11-30T13,GENERAL,1
2024-11-30T13,HEAT/HOT WATER,128
2024-11-30T13,PAINT/PLASTER,4
2024-11-30T13,PLUMBING,4
2024-11-30T13,UNSANITARY CONDITION,9
2024-11-30T13,WATER LEAK,1
2024-11-30T12,APPLIANCE,1
2024-11-30T12,DOOR/WINDOW,1
2024-11-30T12,ELECTRIC,3
2024-11-30T12,FLOORING/STAIRS,2
2024-11-30T12,GENERAL,2
2024-11-30T12,HEAT/HOT WATER,102
2024-11-30T12,PAINT/PLASTER,4
2024-11-30T12,PLUMBING,7
2024-11-30T12,SAFETY,1
2024-11-30T12,UNSANITARY CONDITION,16
2024-11-30T12,WATER LEAK,1
2024-11-30T11,APPLIANCE,9
2024-11-30T11,DOOR/WINDOW,12
2024-11-30T11,ELECTRIC,7
2024-11-30T11,FLOORING/STAIRS,7
2024-11-30T11,GENERAL,4
2024-11-30T11,HEAT/HOT WATER,138
2024-11-30T11,PAINT/PLASTER,8
2024-11-30T11,PLUMBING,14
2024-11-30T11,SAFETY,2
2024-11-30T11,UNSANITARY CONDITION,16
2024-11-30T11,WATER LEAK,5
2024-11-30T10,DOOR/WINDOW,5
2024-11-30T10,ELECTRIC,3
2024-11-30T10,FLOORING/STAIRS,4
2024-11-30T10,GENERAL,2
2024-11-30T10,HEAT/HOT WATER,160
2024-11-30T10,PAINT/PLASTER,5
2024-11-30T10,PLUMBING,4
2024-11-30T10,UNSANITARY CONDITION,7
2024-11-30T10,WATER LEAK,2
2024-11-30T09,APPLIANCE,1
2024-11-30T09,DOOR/WINDOW,4
2024-11-30T09,ELEVATOR,1
2024-11-30T09,FLOORING/STAIRS,4
2024-11-30T09,GENERAL,4
2024-11-30T09,HEAT/HOT WATER,137
2024-11-30T09,PAINT/PLASTER,11
2024-11-30T09,PLUMBING,12
2024-11-30T09,UNSANITARY CONDITION,8
2024-11-30T09,WATER LEAK,5
2024-11-30T08,DOOR/WINDOW,4
2024-11-30T08,ELECTRIC,1
2024-11-30T08,FLOORING/STAIRS,1
2024-11-30T08,GENERAL,1
2024-11-30T08,HEAT/HOT WATER,133
2024-11-30T08,PAINT/PLASTER,4
2024-11-30T08,PLUMBING,10
2024-11-30T08,SAFETY,3
2024-11-30T08,UNSANITARY CONDITION,9
2024-11-30T08,WATER LEAK,3
2024-11-30T07,DOOR/WINDOW,7
2024-11-30T07,FLOORING/STAIRS,3
2024-11-30T07,GENERAL,2
2024-11-30T07,HEAT/HOT WATER,88
2024-11-30T07,PAINT/PLASTER,5
2024-11-30T07,PLUMBING,1
2024-11-30T07,UNSANITARY CONDITION,3
2024-11-30T07,WATER LEAK,1
2024-11-30T06,DOOR/WINDOW,4
2024-11-30T06,ELECTRIC,3
2024-11-30T06,ELEVATOR,1
2024-11-30T06,FLOORING/STAIRS,1
2024-11-30T06,GENERAL,4
2024-11-30T06,HEAT/HOT WATER,56
2024-11-30T06,PAINT/PLASTER,3
2024-11-30T06,PLUMBING,1
2024-11-30T06,SAFETY,2
2024-11-30T06,UNSANITARY CONDITION,4
2024-11-30T06,WATER LEAK,2
2024-11-30T05,APPLIANCE,1
2024-11-30T05,ELECTRIC,3
2024-11-30T05,GENERAL,1
2024-11-30T05,HEAT/HOT WATER,29
2024-11-30T05,PAINT/PLASTER,1
2024-11-30T05,PLUMBING,2
2024-11-30T05,UNSANITARY CONDITION,3
2024-11-30T05,WATER LEAK,2
2024-11-30T04,HEAT/HOT WATER,29
2024-11-30T03,APPLIANCE,2
2024-11-30T03,ELECTRIC,4
2024-11-30T03,FLOORING/STAIRS,1
2024-11-30T03,HEAT/HOT WATER,38
2024-11-30T03,PAINT/PLASTER,1
2024-11-30T03,UNSANITARY CONDITION,4
2024-11-30T03,WATER LEAK,1
2024-11-30T02,DOOR/WINDOW,2
2024-11-30T02,ELECTRIC,1
2024-11-30T02,HEAT/HOT WATER,56
2024-11-30T02,PAINT/PLASTER,1
2024-11-30T02,PLUMBING,4
2024-11-30T02,UNSANITARY CONDITION,2
2024-11-30T02,WATER LEAK,1
2024-11-30T01,APPLIANCE,2
2024-11-30T01,DOOR/WINDOW,4
2024-11-30T01,ELECTRIC,2
2024-11-30T01,ELEVATOR,1
2024-11-30T01,GENERAL,2
2024-11-30T01,HEAT/HOT WATER,64
2024-11-30T01,PAINT/PLASTER,1
2024-11-30T01,PLUMBING,2
2024-11-30T01,UNSANITARY CONDITION,7
2024-11-30T01,WATER LEAK,2
2024-11-30T00,DOOR/WINDOW,3
2024-11-30T00,ELECTRIC,2
2024-11-30T00,FLOORING/STAIRS,1
2024-11-30T00,GENERAL,1
2024-11-30T00,HEAT/HOT WATER,75
2024-11-30T00,PLUMBING,3
2024-11-30T00,SAFETY,2
2024-11-30T00,UNSANITARY CONDITION,12
2024-11-30T00,WATER LEAK,2
2024-11-29T23,DOOR/WINDOW,6
2024-11-29T23,ELECTRIC,1
2024-11-29T23,FLOORING/STAIRS,1
2024-11-29T23,GENERAL,1
2024-11-29T23,HEAT/HOT WATER,84
2024-11-29T23,PAINT/PLASTER,2
2024-11-29T23,PLUMBING,2
2024-11-29T23,UNSANITARY CONDITION,6
2024-11-29T23,WATER LEAK,3
2024-11-29T22,APPLIANCE,2
2024-11-29T22,DOOR/WINDOW,1
2024-11-29T22,ELECTRIC,2
2024-11-29T22,HEAT/HOT WATER,67
2024-11-29T22,PLUMBING,2
2024-11-29T22,UNSANITARY CONDITION,4
2024-11-29T22,WATER LEAK,1
2024-11-29T21,APPLIANCE,2
2024-11-29T21,DOOR/WINDOW,1
2024-11-29T21,ELECTRIC,4
2024-11-29T21,GENERAL,2
2024-11-29T21,HEAT/HOT WATER,86
2024-11-29T21,PAINT/PLASTER,4
2024-11-29T21,PLUMBING,6
2024-11-29T21,SAFETY,1
2024-11-29T21,UNSANITARY CONDITION,7
2024-11-29T21,WATER LEAK,2
2024-11-29T20,APPLIANCE,3
2024-11-29T20,DOOR/WINDOW,3
2024-11-29T20,ELECTRIC,2
2024-11-29T20,GENERAL,1
2024-11-29T20,HEAT/HOT WATER,85
2024-11-29T20,PAINT/PLASTER,3
2024-11-29T20,PLUMBING,4
2024-11-29T20,UNSANITARY CONDITION,8
2024-11-29T20,WATER LEAK,1
2024-11-29T19,APPLIANCE,2
2024-11-29T19,DOOR/WINDOW,2
2024-11-29T19,ELECTRIC,4
2024-11-29T19,FLOORING/STAIRS,2
2024-11-29T19,GENERAL,3
2024-11-29T19,HEAT/HOT WATER,79
2024-11-29T19,OUTSIDE BUILDING,1
2024-11-29T19,PAINT/PLASTER,6
2024-11-29T19,PLUMBING,1
2024-11-29T19,SAFETY,1
2024-11-29T19,UNSANITARY CONDITION,9
2024-11-29T19,WATER LEAK,6
2024-11-29T18,APPLIANCE,3
2024-11-29T18,DOOR/WINDOW,3
2024-11-29T18,ELECTRIC,1
2024-11-29T18,FLOORING/STAIRS,2
2024-11-29T18,GENERAL,1
2024-11-29T18,HEAT/HOT WATER,71
2024-11-29T18,PAINT/PLASTER,8
2024-11-29T18,PLUMBING,10
2024-11-29T18,SAFETY,1
2024-11-29T18,UNSANITARY CONDITION,11
2024-11-29T18,WATER LEAK,4
2024-11-29T17,APPLIANCE,1
2024-11-29T17,DOOR/WINDOW,11
2024-11-29T17,ELECTRIC,8
2024-11-29T17,FLOORING/STAIRS,8
2024-11-29T17,GENERAL,7
2024-11-29T17,HEAT/HOT WATER,83
2024-11-29T17,PAINT/PLASTER,5
2024-11-29T17,PLUMBING,10
2024-11-29T17,SAFETY,3
2024-11-29T17,UNSANITARY CONDITION,14
2024-11-29T17,WATER LEAK,7
2024-11-29T16,APPLIANCE,5
2024-11-29T16,DOOR/WINDOW,15
2024-11-29T16,ELECTRIC,2
2024-11-29T16,FLOORING/STAIRS,9
2024-11-29T16,GENERAL,7
2024-11-29T16,HEAT/HOT WATER,85
2024-11-29T16,PAINT/PLASTER,14
2024-11-29T16,PLUMBING,15
2024-11-29T16,SAFETY,4
2024-11-29T16,UNSANITARY CONDITION,14
2024-11-29T16,WATER LEAK,10
2024-11-29T15,APPLIANCE,3
2024-11-29T15,DOOR/WINDOW,5
2024-11-29T15,ELECTRIC,2
2024-11-29T15,FLOORING/STAIRS,7
2024-11-29T15,GENERAL,5
2024-11-29T15,HEAT/HOT WATER,94
2024-11-29T15,PAINT/PLASTER,8
2024-11-29T15,PLUMBING,9
2024-11-29T15,SAFETY,1
2024-11-29T15,UNSANITARY CONDITION,11
2024-11-29T15,WATER LEAK,7
2024-11-29T14,APPLIANCE,1
2024-11-29T14,DOOR/WINDOW,8
2024-11-29T14,ELECTRIC,5
2024-11-29T14,FLOORING/STAIRS,2
2024-11-29T14,GENERAL,8
2024-11-29T14,HEAT/HOT WATER,100
2024-11-29T14,PAINT/PLASTER,9
2024-11-29T14,PLUMBING,8
2024-11-29T14,SAFETY,2
2024-11-29T14,UNSANITARY CONDITION,19
2024-11-29T14,WATER LEAK,4
2024-11-29T13,APPLIANCE,5
2024-11-29T13,DOOR/WINDOW,12
2024-11-29T13,ELECTRIC,5
2024-11-29T13,FLOORING/STAIRS,2
2024-11-29T13,GENERAL,4
2024-11-29T13,HEAT/HOT WATER,90
2024-11-29T13,PAINT/PLASTER,10
2024-11-29T13,PLUMBING,18
2024-11-29T13,SAFETY,2
2024-11-29T13,UNSANITARY CONDITION,11
2024-11-29T13,WATER LEAK,4
2024-11-29T12,DOOR/WINDOW,1
2024-11-29T12,ELECTRIC,1
2024-11-29T12,FLOORING/STAIRS,1
2024-11-29T12,GENERAL,1
2024-11-29T12,HEAT/HOT WATER,8
2024-11-29T12,PAINT/PLASTER,2
2024-11-29T12,PLUMBING,2
2024-11-29T12,SAFETY,1
2024-11-29T12,UNSANITARY CONDITION,1
2024-11-29T12,WATER LEAK,1
